"id","send_date","estimated_age","age_range","channel","coupon","clicked","last_step","nb_units","order_value"
48922,2019-04-30,"22","18-30","SMS",2,1,"saw review",0,0
48923,2019-04-15,"18","18-30","SMS",2,0,"received",0,0
48924,2019-04-17,"31","31-45","SMS",2,1,"saw review",0,0
48925,2019-04-01,"53","46-60","SMS",6,0,"received",0,0
48926,2019-04-09,"36","31-45","Email",4,0,"received",0,0
48927,2019-04-09,"39","31-45","Email",2,0,"received",0,0
48928,2019-04-18,"38","31-45","SMS",2,0,"received",0,0
48929,2019-04-13,"18","18-30","Email",2,0,"received",0,0
48930,2019-05-01,"42","31-45","Email",4,0,"received",0,0
48931,2019-04-02,"22","18-30","SMS",4,0,"received",0,0
48932,2019-04-10,"40","31-45","SMS",6,0,"received",0,0
48933,2019-04-16,"27","18-30","SMS",6,0,"received",0,0
48934,2019-04-24,"23","18-30","Email",2,0,"received",0,0
48935,2019-04-11,"35","31-45","SMS",2,0,"received",0,0
48936,2019-04-22,"43","31-45","Email",4,0,"received",0,0
48937,2019-04-01,"38","31-45","Email",4,0,"received",0,0
48938,2019-04-06,"30","18-30","Email",2,0,"received",0,0
48939,2019-04-04,"44","31-45","Email",4,0,"received",0,0
48940,2019-04-30,"37","31-45","Email",2,0,"received",0,0
48941,2019-04-07,"65","60+","Email",2,0,"received",0,0
48942,2019-04-10,"30","18-30","SMS",6,0,"received",0,0
48943,2019-05-01,"24","18-30","SMS",2,0,"received",0,0
48944,2019-04-14,"72","60+","Email",2,0,"received",0,0
48945,2019-04-19,"18","18-30","Email",6,0,"received",0,0
48946,2019-05-01,"40","31-45","Email",2,0,"received",0,0
48947,2019-04-24,"36","31-45","SMS",2,0,"received",0,0
48948,2019-04-07,"31","31-45","Email",2,0,"received",0,0
48949,2019-04-09,"43","31-45","SMS",2,0,"received",0,0
48950,2019-04-20,"31","31-45","SMS",2,0,"received",0,0
48951,2019-04-07,"27","18-30","SMS",2,0,"received",0,0
48952,2019-04-22,"29","18-30","SMS",2,0,"received",0,0
48953,2019-04-29,"44","31-45","SMS",4,0,"received",0,0
48954,2019-04-02,"64","60+","Email",4,1,"saw review",0,0
48955,2019-04-06,"18","18-30","Email",2,0,"received",0,0
48956,2019-04-27,"39","31-45","SMS",2,0,"received",0,0
48957,2019-04-24,"27","18-30","Email",2,0,"received",0,0
48958,2019-04-17,"20","18-30","SMS",6,1,"saw review",0,0
48959,2019-04-20,"33","31-45","SMS",2,0,"received",0,0
48960,2019-04-29,"37","31-45","SMS",2,0,"received",0,0
48961,2019-04-26,"61","60+","SMS",4,0,"received",0,0
48962,2019-04-30,"62","60+","SMS",4,0,"received",0,0
48963,2019-04-10,"27","18-30","Email",6,0,"received",0,0
48964,2019-04-20,"23","18-30","Email",2,0,"received",0,0
48965,2019-04-28,"21","18-30","Email",2,1,"saw review",0,0
48966,2019-04-15,"26","18-30","SMS",2,0,"received",0,0
48967,2019-04-04,"24","18-30","Email",4,0,"received",0,0
48968,2019-04-16,"24","18-30","SMS",2,0,"received",0,0
48969,2019-04-09,"27","18-30","Email",2,0,"received",0,0
48970,2019-04-06,"28","18-30","SMS",4,0,"received",0,0
48971,2019-04-20,"42","31-45","SMS",2,0,"received",0,0
48972,2019-04-17,"51","46-60","Email",2,0,"received",0,0
48973,2019-04-11,"31","31-45","Email",2,0,"received",0,0
48974,2019-04-04,"36","31-45","Email",6,0,"received",0,0
48975,2019-04-28,"26","18-30","Email",4,0,"received",0,0
48976,2019-04-01,"37","31-45","SMS",2,0,"received",0,0
48977,2019-04-09,"36","31-45","SMS",6,0,"received",0,0
48978,2019-04-19,"43","31-45","SMS",2,0,"received",0,0
48979,2019-04-16,"45","31-45","Email",4,0,"received",0,0
48980,2019-04-05,"34","31-45","SMS",2,0,"received",0,0
48981,2019-04-21,"34","31-45","SMS",6,0,"received",0,0
48982,2019-04-18,"33","31-45","Email",4,1,"bounced",0,0
48983,2019-04-20,"29","18-30","Email",2,1,"bounced",0,0
48984,2019-04-30,"34","31-45","SMS",2,0,"received",0,0
48985,2019-04-12,"36","31-45","SMS",2,0,"received",0,0
48986,2019-04-03,"42","31-45","SMS",2,0,"received",0,0
48987,2019-04-09,"73","60+","Email",2,0,"received",0,0
48988,2019-04-03,"35","31-45","SMS",2,0,"received",0,0
48989,2019-04-07,"30","18-30","Email",2,0,"received",0,0
48990,2019-04-29,"26","18-30","Email",6,0,"received",0,0
48991,2019-04-05,"36","31-45","Email",2,0,"received",0,0
48992,2019-04-25,"44","31-45","Email",4,1,"purchased",1,36
48993,2019-04-28,"67","60+","Email",2,0,"received",0,0
48994,2019-04-07,"41","31-45","Email",2,1,"saw review",0,0
48995,2019-04-11,"26","18-30","Email",2,0,"received",0,0
48996,2019-04-10,"53","46-60","SMS",6,0,"received",0,0
48997,2019-04-14,"39","31-45","SMS",2,0,"received",0,0
48998,2019-04-30,"42","31-45","Email",2,0,"received",0,0
48999,2019-04-29,"41","31-45","SMS",4,0,"received",0,0
49000,2019-04-19,"56","46-60","SMS",6,0,"received",0,0
49001,2019-04-11,"45","31-45","Email",2,1,"purchased",2,76
49002,2019-04-07,"31","31-45","SMS",2,0,"received",0,0
49003,2019-04-21,"38","31-45","Email",2,0,"received",0,0
49004,2019-04-25,"55","46-60","SMS",4,0,"received",0,0
49005,2019-04-20,"27","18-30","Email",2,1,"saw review",0,0
49006,2019-04-29,"60","46-60","Email",4,0,"received",0,0
49007,2019-05-01,"28","18-30","Email",2,0,"received",0,0
49008,2019-04-21,"19","18-30","SMS",4,0,"received",0,0
49009,2019-04-14,"18","18-30","SMS",2,0,"received",0,0
49010,2019-04-26,"32","31-45","SMS",2,0,"received",0,0
49011,2019-04-04,"18","18-30","Email",4,0,"received",0,0
49012,2019-04-04,"36","31-45","Email",2,0,"received",0,0
49013,2019-04-16,"60","60+","Email",2,0,"received",0,0
49014,2019-04-10,"41","31-45","Email",6,0,"received",0,0
49015,2019-04-06,"46","46-60","SMS",6,0,"received",0,0
49016,2019-04-03,"33","31-45","Email",6,0,"received",0,0
49017,2019-04-01,"37","31-45","Email",2,0,"received",0,0
49018,2019-04-10,"19","18-30","SMS",4,0,"received",0,0
49019,2019-04-25,"44","31-45","SMS",6,0,"received",0,0
49020,2019-04-29,"44","31-45","Email",2,1,"saw review",0,0
49021,2019-04-07,"34","31-45","Email",2,0,"received",0,0
49022,2019-04-18,"34","31-45","Email",6,0,"received",0,0
49023,2019-04-17,"39","31-45","SMS",4,0,"received",0,0
49024,2019-04-07,"26","18-30","Email",2,0,"received",0,0
49025,2019-04-14,"40","31-45","Email",4,0,"received",0,0
49026,2019-04-07,"20","18-30","SMS",4,0,"received",0,0
49027,2019-04-02,"30","18-30","Email",2,0,"received",0,0
49028,2019-04-04,"48","46-60","Email",2,0,"received",0,0
49029,2019-04-30,"48","46-60","Email",2,0,"received",0,0
49030,2019-05-01,"53","46-60","Email",2,1,"added to cart",0,0
49031,2019-04-02,"42","31-45","Email",2,0,"received",0,0
49032,2019-04-24,"30","18-30","SMS",2,0,"received",0,0
49033,2019-04-08,"70","60+","SMS",2,0,"received",0,0
49034,2019-04-05,"21","18-30","Email",6,0,"received",0,0
49035,2019-04-09,"53","46-60","SMS",2,0,"received",0,0
49036,2019-04-13,"64","60+","SMS",2,0,"received",0,0
49037,2019-04-15,"22","18-30","SMS",2,0,"received",0,0
49038,2019-04-10,"20","18-30","Email",2,0,"received",0,0
49039,2019-04-11,"44","31-45","SMS",4,0,"received",0,0
49040,2019-04-15,"27","18-30","SMS",2,0,"received",0,0
49041,2019-04-04,"51","46-60","SMS",2,0,"received",0,0
49042,2019-04-16,"35","31-45","SMS",2,0,"received",0,0
49043,2019-04-28,"26","18-30","Email",2,0,"received",0,0
49044,2019-04-04,"27","18-30","SMS",2,0,"received",0,0
49045,2019-04-09,"36","31-45","SMS",6,0,"received",0,0
49046,2019-04-20,"45","31-45","SMS",2,0,"received",0,0
49047,2019-04-05,"37","31-45","Email",2,0,"received",0,0
49048,2019-04-16,"41","31-45","SMS",4,0,"received",0,0
49049,2019-04-01,"56","46-60","Email",4,0,"received",0,0
49050,2019-04-12,"35","31-45","Email",2,0,"received",0,0
49051,2019-04-23,"37","31-45","SMS",2,0,"received",0,0
49052,2019-04-18,"19","18-30","Email",4,0,"received",0,0
49053,2019-04-24,"21","18-30","Email",2,0,"received",0,0
49054,2019-04-23,"20","18-30","Email",2,0,"received",0,0
49055,2019-04-04,"75","60+","SMS",2,0,"received",0,0
49056,2019-04-27,"22","18-30","Email",2,0,"received",0,0
49057,2019-04-15,"31","31-45","Email",4,0,"received",0,0
49058,2019-04-18,"23","18-30","SMS",2,0,"received",0,0
49059,2019-04-07,"39","31-45","SMS",2,0,"received",0,0
49060,2019-04-09,"27","18-30","SMS",2,0,"received",0,0
49061,2019-04-24,"40","31-45","SMS",6,0,"received",0,0
49062,2019-05-01,"38","31-45","SMS",2,0,"received",0,0
49063,2019-04-05,"39","31-45","SMS",4,0,"received",0,0
49064,2019-04-29,"42","31-45","Email",4,0,"received",0,0
49065,2019-04-28,"27","18-30","Email",2,0,"received",0,0
49066,2019-04-10,"19","18-30","SMS",4,0,"received",0,0
49067,2019-04-19,"25","18-30","SMS",2,0,"received",0,0
49068,2019-04-12,"59","46-60","SMS",2,0,"received",0,0
49069,2019-04-08,"31","31-45","SMS",2,0,"received",0,0
49070,2019-04-28,"56","46-60","SMS",2,0,"received",0,0
49071,2019-05-01,"26","18-30","SMS",2,0,"received",0,0
49072,2019-04-19,"27","18-30","SMS",2,0,"received",0,0
49073,2019-04-21,"43","31-45","Email",2,0,"received",0,0
49074,2019-04-28,"20","18-30","SMS",2,0,"received",0,0
49075,2019-04-05,"31","31-45","SMS",4,0,"received",0,0
49076,2019-04-25,"59","46-60","SMS",2,0,"received",0,0
49077,2019-05-01,"44","31-45","SMS",2,0,"received",0,0
49078,2019-04-25,"37","31-45","Email",2,0,"received",0,0
49079,2019-04-29,"27","18-30","SMS",2,0,"received",0,0
49080,2019-04-14,"45","31-45","Email",2,0,"received",0,0
49081,2019-04-25,"46","46-60","SMS",2,0,"received",0,0
49082,2019-04-09,"60","46-60","Email",4,0,"received",0,0
49083,2019-04-10,"39","31-45","Email",2,0,"received",0,0
49084,2019-04-20,"39","31-45","Email",2,0,"received",0,0
49085,2019-04-29,"38","31-45","SMS",4,0,"received",0,0
49086,2019-04-28,"39","31-45","Email",2,0,"received",0,0
49087,2019-04-22,"42","31-45","SMS",4,0,"received",0,0
49088,2019-04-20,"35","31-45","Email",2,0,"received",0,0
49089,2019-04-26,"38","31-45","Email",2,0,"received",0,0
49090,2019-04-10,"64","60+","Email",2,0,"received",0,0
49091,2019-04-15,"55","46-60","Email",2,0,"received",0,0
49092,2019-04-01,"59","46-60","SMS",4,0,"received",0,0
49093,2019-04-04,"29","18-30","Email",4,0,"received",0,0
49094,2019-04-27,"49","46-60","SMS",4,1,"purchased",2,72
49095,2019-04-13,"33","31-45","Email",2,0,"received",0,0
49096,2019-05-01,"43","31-45","Email",2,0,"received",0,0
49097,2019-04-04,"42","31-45","SMS",4,0,"received",0,0
49098,2019-04-30,"75","60+","SMS",2,0,"received",0,0
49099,2019-04-29,"35","31-45","SMS",4,0,"received",0,0
49100,2019-04-10,"21","18-30","SMS",2,0,"received",0,0
49101,2019-04-09,"36","31-45","SMS",2,0,"received",0,0
49102,2019-04-24,"24","18-30","Email",2,0,"received",0,0
49103,2019-04-12,"31","31-45","SMS",4,0,"received",0,0
49104,2019-04-16,"37","31-45","Email",4,1,"saw review",0,0
49105,2019-04-11,"29","18-30","SMS",2,0,"received",0,0
49106,2019-04-17,"39","31-45","SMS",2,0,"received",0,0
49107,2019-04-26,"60","46-60","SMS",4,0,"received",0,0
49108,2019-04-20,"18","18-30","Email",4,0,"received",0,0
49109,2019-04-25,"43","31-45","SMS",4,1,"bounced",0,0
49110,2019-04-20,"39","31-45","SMS",2,0,"received",0,0
49111,2019-04-21,"59","46-60","Email",6,0,"received",0,0
49112,2019-04-29,"39","31-45","SMS",4,0,"received",0,0
49113,2019-04-09,"25","18-30","SMS",2,0,"received",0,0
49114,2019-04-25,"33","31-45","SMS",2,0,"received",0,0
49115,2019-04-11,"38","31-45","SMS",2,0,"received",0,0
49116,2019-04-12,"67","60+","Email",2,0,"received",0,0
49117,2019-04-26,"30","18-30","SMS",2,0,"received",0,0
49118,2019-04-24,"41","31-45","SMS",4,0,"received",0,0
49119,2019-04-12,"33","31-45","SMS",4,0,"received",0,0
49120,2019-04-26,"28","18-30","Email",6,0,"received",0,0
49121,2019-04-25,"19","18-30","SMS",6,0,"received",0,0
49122,2019-04-24,"63","60+","SMS",6,0,"received",0,0
49123,2019-04-24,"24","18-30","Email",2,0,"received",0,0
49124,2019-04-10,"33","31-45","SMS",2,0,"received",0,0
49125,2019-04-27,"25","18-30","SMS",4,0,"received",0,0
49126,2019-04-14,"71","60+","SMS",2,0,"received",0,0
49127,2019-04-19,"50","46-60","SMS",2,0,"received",0,0
49128,2019-04-07,"47","46-60","SMS",4,0,"received",0,0
49129,2019-04-03,"40","31-45","SMS",4,0,"received",0,0
49130,2019-04-19,"67","60+","SMS",2,0,"received",0,0
49131,2019-04-21,"23","18-30","SMS",6,0,"received",0,0
49132,2019-04-15,"34","31-45","SMS",4,0,"received",0,0
49133,2019-04-26,"39","31-45","SMS",2,0,"received",0,0
49134,2019-04-02,"36","31-45","SMS",2,0,"received",0,0
49135,2019-04-07,"30","18-30","Email",2,0,"received",0,0
49136,2019-04-16,"43","31-45","Email",2,0,"received",0,0
49137,2019-04-15,"26","18-30","Email",2,0,"received",0,0
49138,2019-04-29,"55","46-60","SMS",4,1,"bounced",0,0
49139,2019-04-03,"34","31-45","SMS",2,1,"bounced",0,0
49140,2019-04-26,"45","31-45","SMS",4,0,"received",0,0
49141,2019-04-21,"56","46-60","Email",4,0,"received",0,0
49142,2019-04-28,"32","31-45","Email",2,0,"received",0,0
49143,2019-04-17,"21","18-30","Email",2,0,"received",0,0
49144,2019-04-23,"23","18-30","Email",2,0,"received",0,0
49145,2019-04-10,"43","31-45","SMS",2,0,"received",0,0
49146,2019-04-27,"30","18-30","Email",4,0,"received",0,0
49147,2019-04-17,"19","18-30","SMS",4,0,"received",0,0
49148,2019-04-29,"51","46-60","SMS",2,0,"received",0,0
49149,2019-04-01,"34","31-45","SMS",4,0,"received",0,0
49150,2019-04-30,"50","46-60","SMS",2,0,"received",0,0
49151,2019-04-08,"56","46-60","Email",2,0,"received",0,0
49152,2019-04-01,"18","18-30","SMS",6,0,"received",0,0
49153,2019-04-30,"34","31-45","SMS",4,0,"received",0,0
49154,2019-04-03,"18","18-30","Email",4,0,"received",0,0
49155,2019-04-26,"36","31-45","Email",2,0,"received",0,0
49156,2019-04-30,"44","31-45","Email",2,0,"received",0,0
49157,2019-05-01,"44","31-45","Email",6,0,"received",0,0
49158,2019-04-03,"58","46-60","SMS",2,0,"received",0,0
49159,2019-04-28,"50","46-60","Email",2,0,"received",0,0
49160,2019-04-19,"58","46-60","Email",2,0,"received",0,0
49161,2019-04-26,"37","31-45","SMS",2,1,"purchased",1,38
49162,2019-04-05,"51","46-60","Email",4,0,"received",0,0
49163,2019-04-09,"57","46-60","Email",2,0,"received",0,0
49164,2019-04-05,"35","31-45","SMS",2,0,"received",0,0
49165,2019-04-23,"42","31-45","Email",2,0,"received",0,0
49166,2019-04-25,"46","46-60","Email",2,0,"received",0,0
49167,2019-04-27,"54","46-60","SMS",2,0,"received",0,0
49168,2019-04-17,"33","31-45","SMS",6,0,"received",0,0
49169,2019-05-01,"35","31-45","SMS",6,0,"received",0,0
49170,2019-04-25,"61","60+","SMS",2,0,"received",0,0
49171,2019-04-23,"36","31-45","Email",4,0,"received",0,0
49172,2019-04-21,"28","18-30","SMS",2,0,"received",0,0
49173,2019-04-21,"71","60+","Email",2,0,"received",0,0
49174,2019-04-06,"51","46-60","SMS",4,0,"received",0,0
49175,2019-04-18,"50","46-60","SMS",2,0,"received",0,0
49176,2019-04-11,"27","18-30","Email",2,0,"received",0,0
49177,2019-04-30,"50","46-60","SMS",6,0,"received",0,0
49178,2019-04-06,"30","18-30","SMS",2,0,"received",0,0
49179,2019-04-02,"28","18-30","SMS",2,0,"received",0,0
49180,2019-04-07,"29","18-30","SMS",2,0,"received",0,0
49181,2019-04-17,"32","31-45","SMS",2,0,"received",0,0
49182,2019-04-09,"18","18-30","SMS",4,0,"received",0,0
49183,2019-04-02,"71","60+","Email",6,0,"received",0,0
49184,2019-04-26,"57","46-60","SMS",2,0,"received",0,0
49185,2019-04-03,"25","18-30","SMS",2,0,"received",0,0
49186,2019-04-08,"54","46-60","SMS",4,0,"received",0,0
49187,2019-04-26,"61","60+","SMS",2,0,"received",0,0
49188,2019-04-19,"22","18-30","Email",2,0,"received",0,0
49189,2019-04-01,"46","46-60","SMS",2,0,"received",0,0
49190,2019-04-26,"40","31-45","Email",2,0,"received",0,0
49191,2019-04-01,"31","31-45","SMS",2,0,"received",0,0
49192,2019-04-28,"50","46-60","Email",2,0,"received",0,0
49193,2019-04-01,"22","18-30","SMS",6,0,"received",0,0
49194,2019-04-11,"29","18-30","SMS",4,0,"received",0,0
49195,2019-04-16,"22","18-30","Email",2,0,"received",0,0
49196,2019-04-10,"25","18-30","SMS",2,0,"received",0,0
49197,2019-04-18,"29","18-30","SMS",2,0,"received",0,0
49198,2019-04-19,"56","46-60","Email",6,0,"received",0,0
49199,2019-04-08,"31","31-45","Email",2,0,"received",0,0
49200,2019-04-08,"41","31-45","SMS",2,0,"received",0,0
49201,2019-04-17,"18","18-30","SMS",4,0,"received",0,0
49202,2019-04-15,"30","18-30","SMS",4,0,"received",0,0
49203,2019-04-24,"70","60+","SMS",2,0,"received",0,0
49204,2019-04-11,"44","31-45","Email",4,0,"received",0,0
49205,2019-04-01,"49","46-60","Email",6,0,"received",0,0
49206,2019-04-17,"31","31-45","SMS",2,0,"received",0,0
49207,2019-04-29,"18","18-30","SMS",4,0,"received",0,0
49208,2019-04-30,"27","18-30","Email",4,1,"saw review",0,0
49209,2019-04-19,"57","46-60","SMS",4,0,"received",0,0
49210,2019-04-19,"68","60+","Email",4,0,"received",0,0
49211,2019-04-18,"49","46-60","SMS",2,0,"received",0,0
49212,2019-04-24,"22","18-30","Email",2,0,"received",0,0
49213,2019-04-08,"22","18-30","Email",6,0,"received",0,0
49214,2019-04-26,"60","46-60","SMS",4,0,"received",0,0
49215,2019-04-10,"29","18-30","Email",2,0,"received",0,0
49216,2019-04-04,"25","18-30","SMS",4,0,"received",0,0
49217,2019-04-04,"73","60+","Email",2,0,"received",0,0
49218,2019-04-11,"49","46-60","Email",2,0,"received",0,0
49219,2019-04-28,"43","31-45","SMS",2,0,"received",0,0
49220,2019-04-15,"59","46-60","Email",2,0,"received",0,0
49221,2019-04-15,"23","18-30","SMS",6,0,"received",0,0
49222,2019-04-14,"31","31-45","Email",4,0,"received",0,0
49223,2019-04-02,"73","60+","Email",2,0,"received",0,0
49224,2019-04-11,"32","31-45","Email",2,0,"received",0,0
49225,2019-04-28,"26","18-30","SMS",2,0,"received",0,0
49226,2019-04-25,"58","46-60","SMS",2,0,"received",0,0
49227,2019-04-23,"27","18-30","SMS",2,0,"received",0,0
49228,2019-04-28,"20","18-30","Email",6,0,"received",0,0
49229,2019-04-04,"50","46-60","Email",4,0,"received",0,0
49230,2019-04-27,"32","31-45","SMS",2,0,"received",0,0
49231,2019-04-20,"34","31-45","SMS",2,0,"received",0,0
49232,2019-04-01,"54","46-60","SMS",2,0,"received",0,0
49233,2019-04-10,"19","18-30","SMS",2,0,"received",0,0
49234,2019-04-24,"58","46-60","Email",4,0,"received",0,0
49235,2019-04-01,"41","31-45","Email",2,0,"received",0,0
49236,2019-04-14,"32","31-45","SMS",2,0,"received",0,0
49237,2019-04-15,"52","46-60","SMS",2,0,"received",0,0
49238,2019-04-11,"28","18-30","SMS",2,0,"received",0,0
49239,2019-04-08,"47","46-60","SMS",4,0,"received",0,0
49240,2019-04-22,"67","60+","SMS",6,0,"received",0,0
49241,2019-04-09,"18","18-30","SMS",2,1,"saw review",0,0
49242,2019-04-20,"22","18-30","SMS",2,0,"received",0,0
49243,2019-04-10,"31","31-45","SMS",2,0,"received",0,0
49244,2019-04-25,"43","31-45","SMS",2,0,"received",0,0
49245,2019-04-30,"42","31-45","Email",2,1,"bounced",0,0
49246,2019-04-25,"35","31-45","SMS",2,0,"received",0,0
49247,2019-04-25,"45","31-45","SMS",4,0,"received",0,0
49248,2019-04-24,"21","18-30","SMS",2,0,"received",0,0
49249,2019-04-13,"62","60+","Email",2,0,"received",0,0
49250,2019-04-15,"19","18-30","SMS",6,0,"received",0,0
49251,2019-04-30,"39","31-45","Email",4,0,"received",0,0
49252,2019-04-30,"48","46-60","Email",4,0,"received",0,0
49253,2019-04-29,"31","31-45","SMS",4,1,"bounced",0,0
49254,2019-04-22,"39","31-45","SMS",2,0,"received",0,0
49255,2019-04-19,"70","60+","Email",4,0,"received",0,0
49256,2019-04-20,"60","60+","SMS",4,0,"received",0,0
49257,2019-04-24,"56","46-60","Email",6,0,"received",0,0
49258,2019-04-15,"56","46-60","SMS",2,0,"received",0,0
49259,2019-04-07,"59","46-60","Email",4,0,"received",0,0
49260,2019-04-18,"33","31-45","Email",6,0,"received",0,0
49261,2019-04-24,"23","18-30","SMS",2,1,"saw review",0,0
49262,2019-04-27,"29","18-30","SMS",6,0,"received",0,0
49263,2019-04-11,"47","46-60","Email",2,0,"received",0,0
49264,2019-04-30,"27","18-30","SMS",4,0,"received",0,0
49265,2019-04-27,"20","18-30","SMS",2,0,"received",0,0
49266,2019-04-09,"31","31-45","Email",6,0,"received",0,0
49267,2019-05-01,"42","31-45","Email",4,0,"received",0,0
49268,2019-04-05,"52","46-60","SMS",2,0,"received",0,0
49269,2019-04-22,"18","18-30","SMS",2,0,"received",0,0
49270,2019-04-11,"28","18-30","Email",6,0,"received",0,0
49271,2019-04-21,"29","18-30","SMS",2,0,"received",0,0
49272,2019-04-01,"58","46-60","Email",4,0,"received",0,0
49273,2019-04-02,"29","18-30","Email",2,0,"received",0,0
49274,2019-04-22,"25","18-30","Email",6,0,"received",0,0
49275,2019-04-23,"23","18-30","Email",2,0,"received",0,0
49276,2019-04-18,"31","31-45","SMS",2,0,"received",0,0
49277,2019-04-13,"47","46-60","SMS",6,0,"received",0,0
49278,2019-04-24,"63","60+","Email",2,0,"received",0,0
49279,2019-04-22,"48","46-60","SMS",2,0,"received",0,0
49280,2019-04-08,"44","31-45","SMS",2,0,"received",0,0
49281,2019-04-12,"37","31-45","SMS",2,0,"received",0,0
49282,2019-04-16,"43","31-45","SMS",2,0,"received",0,0
49283,2019-04-15,"27","18-30","Email",4,0,"received",0,0
49284,2019-04-03,"58","46-60","Email",2,0,"received",0,0
49285,2019-04-11,"20","18-30","SMS",2,0,"received",0,0
49286,2019-04-21,"22","18-30","Email",2,0,"received",0,0
49287,2019-04-10,"21","18-30","SMS",2,0,"received",0,0
49288,2019-04-17,"28","18-30","SMS",6,0,"received",0,0
49289,2019-04-04,"45","31-45","Email",2,0,"received",0,0
49290,2019-04-14,"43","31-45","Email",2,0,"received",0,0
49291,2019-04-22,"33","31-45","SMS",4,0,"received",0,0
49292,2019-05-01,"33","31-45","SMS",2,0,"received",0,0
49293,2019-04-09,"70","60+","SMS",2,0,"received",0,0
49294,2019-04-08,"34","31-45","Email",2,0,"received",0,0
49295,2019-04-19,"41","31-45","SMS",6,0,"received",0,0
49296,2019-04-12,"38","31-45","Email",2,0,"received",0,0
49297,2019-04-13,"50","46-60","SMS",6,0,"received",0,0
49298,2019-04-09,"37","31-45","Email",2,0,"received",0,0
49299,2019-04-27,"37","31-45","SMS",6,1,"bounced",0,0
49300,2019-04-22,"20","18-30","SMS",6,0,"received",0,0
49301,2019-04-29,"45","31-45","SMS",2,0,"received",0,0
49302,2019-04-03,"45","31-45","SMS",4,0,"received",0,0
49303,2019-04-15,"32","31-45","Email",2,0,"received",0,0
49304,2019-04-19,"50","46-60","Email",4,0,"received",0,0
49305,2019-04-04,"40","31-45","SMS",2,0,"received",0,0
49306,2019-04-29,"36","31-45","SMS",2,0,"received",0,0
49307,2019-04-30,"29","18-30","Email",4,0,"received",0,0
49308,2019-04-27,"54","46-60","SMS",2,0,"received",0,0
49309,2019-04-22,"20","18-30","Email",2,0,"received",0,0
49310,2019-04-18,"50","46-60","SMS",2,0,"received",0,0
49311,2019-04-16,"41","31-45","SMS",2,0,"received",0,0
49312,2019-04-03,"23","18-30","Email",2,0,"received",0,0
49313,2019-04-22,"38","31-45","SMS",6,0,"received",0,0
49314,2019-04-25,"68","60+","Email",2,0,"received",0,0
49315,2019-04-22,"42","31-45","Email",2,0,"received",0,0
49316,2019-04-02,"35","31-45","SMS",4,0,"received",0,0
49317,2019-04-02,"30","18-30","Email",6,0,"received",0,0
49318,2019-04-03,"43","31-45","SMS",4,0,"received",0,0
49319,2019-04-19,"35","31-45","SMS",4,0,"received",0,0
49320,2019-04-20,"37","31-45","Email",2,1,"saw review",0,0
49321,2019-04-25,"43","31-45","Email",2,0,"received",0,0
49322,2019-04-04,"44","31-45","SMS",6,0,"received",0,0
49323,2019-04-05,"50","46-60","SMS",4,0,"received",0,0
49324,2019-04-03,"22","18-30","Email",2,0,"received",0,0
49325,2019-04-22,"29","18-30","Email",2,1,"bounced",0,0
49326,2019-04-01,"36","31-45","Email",2,0,"received",0,0
49327,2019-04-02,"45","31-45","SMS",2,0,"received",0,0
49328,2019-04-03,"36","31-45","SMS",2,1,"added to cart",0,0
49329,2019-04-17,"41","31-45","SMS",2,0,"received",0,0
49330,2019-04-01,"19","18-30","Email",4,0,"received",0,0
49331,2019-04-02,"62","60+","Email",2,0,"received",0,0
49332,2019-04-19,"38","31-45","Email",6,0,"received",0,0
49333,2019-04-28,"41","31-45","Email",2,0,"received",0,0
49334,2019-04-12,"61","60+","Email",6,0,"received",0,0
49335,2019-04-19,"70","60+","SMS",2,0,"received",0,0
49336,2019-04-10,"45","31-45","Email",2,0,"received",0,0
49337,2019-04-26,"36","31-45","Email",2,0,"received",0,0
49338,2019-04-27,"40","31-45","Email",4,0,"received",0,0
49339,2019-05-01,"42","31-45","SMS",2,1,"bounced",0,0
49340,2019-04-13,"60","46-60","SMS",4,0,"received",0,0
49341,2019-04-29,"50","46-60","Email",4,1,"bounced",0,0
49342,2019-04-05,"22","18-30","SMS",2,0,"received",0,0
49343,2019-04-28,"34","31-45","SMS",2,0,"received",0,0
49344,2019-04-21,"42","31-45","SMS",2,0,"received",0,0
49345,2019-04-16,"58","46-60","SMS",4,1,"saw review",0,0
49346,2019-04-05,"49","46-60","Email",2,0,"received",0,0
49347,2019-05-01,"67","60+","Email",2,0,"received",0,0
49348,2019-05-01,"62","60+","SMS",6,0,"received",0,0
49349,2019-04-20,"43","31-45","SMS",2,0,"received",0,0
49350,2019-04-27,"18","18-30","SMS",2,0,"received",0,0
49351,2019-04-13,"25","18-30","Email",2,0,"received",0,0
49352,2019-04-10,"45","31-45","Email",2,0,"received",0,0
49353,2019-04-11,"47","46-60","Email",2,0,"received",0,0
49354,2019-04-24,"44","31-45","Email",2,0,"received",0,0
49355,2019-04-18,"25","18-30","Email",2,0,"received",0,0
49356,2019-04-26,"27","18-30","Email",4,0,"received",0,0
49357,2019-04-24,"44","31-45","SMS",2,0,"received",0,0
49358,2019-04-02,"40","31-45","SMS",6,0,"received",0,0
49359,2019-04-25,"25","18-30","SMS",2,0,"received",0,0
49360,2019-04-13,"33","31-45","Email",2,0,"received",0,0
49361,2019-04-17,"59","46-60","SMS",2,0,"received",0,0
49362,2019-04-07,"36","31-45","Email",2,0,"received",0,0
